,기사작성일,기사제목,주가변동
788,2021.03.04,"카카오, 전기 택시 50대 우선 도입··· 200만원 비용 지원",0
789,2021.03.04,"카카오 플랫폼으로 삼성 세탁기, 건조기 제어 가능해진다…양사 협력관계 구축",0
790,2021.03.04,"""카카오 아이로 삼성 가전제품 작동""…삼성, 카카오엔터프라이즈와 스마트홈 사업 협력",0
791,2021.03.04,"삼성전자- 카카오엔터프라이즈, AI 기반 스마트홈 강화 협력",0
792,2021.03.04,카카오엔터테인먼트 공식출범…이진수·김성수 각자대표 체제,0
793,2021.03.04,‘카카오엔터테인먼트’ 공식 출범...글로벌 톱 엔터기업 도약 본격 시동,0
794,2021.03.04,"카카오엔터테인먼트, 김성수·이진수 각자 대표 체제로 공식 출범",0
795,2021.03.04,"[더벨]합병 앞둔 카카오M·페이지, 엇갈린 '코로나 효과'",0
796,2021.03.04,"카카오뱅크, 윤호영 대표가 2년 더 이끈다",0
797,2021.03.04,"카카오엔터프라이즈-삼성전자, IoT 사업 협력 계약 체결",0
798,2021.03.04,카카오페이지·카카오M 합병 완료... '카카오엔터테인먼트' 공식 출범,0
799,2021.03.04,"카카오 주가 상승 예상, ""자회사 상장에 이베이코리아 인수 나설 수도""",0
800,2021.03.05,"카카오, 이베이코리아 품을까… 이커머스업계 '들썩들썩'",0
801,2021.03.05,"유아용품 박람회도 비대면으로…카카오커머스, '톡딜 베페' 진행",0
802,2021.03.05,"금감원, 인터넷은행 등 6곳 종합검사…카카오뱅크 1순위",0
803,2021.03.05,"카카오페이지와 카카오M 합병, ‘카카오엔터테인먼트’ 공식 출범",0
804,2021.03.05,[단독] 카카오도 지수 지우기… 드라마 '아만자' 관련 영상 전부 삭제(종합),0
805,2021.03.05,'김계란의 찐서유기' 대박! 카카오TV서 일주일만 630만뷰 돌파,0
806,2021.03.05,"“헤이 카카오, 세탁기 돌려줘” 삼성·카카오, IoT 전략 협력",0
807,2021.03.05,"완주군, 로컬가공품 ‘카카오톡’ 판매",0
808,2021.03.05,"이베이코리아, 카카오 피인수 앞두고 몸값 뛰우기 나서나",0
809,2021.03.05,"롯데이츠, 카카오톡과 손잡고 새우버거 반값 할인",0
810,2021.03.05,[단독] 카카오도 지수 지우기… 드라마 '아만자' 관련 영상 전부 삭제(종합),0
811,2021.03.05,"롯데이츠, 카카오톡과 손잡고 새우버거 반값 할인",0
812,2021.03.05,"진천군, 보건 관련 소식 카카오톡 채널 제공",0
813,2021.03.05,우리은행장·카카오뱅크 행장 연임,0
814,2021.03.05,[산업재편 가속화] Part Ⅱ 주요 그룹 | M&A로 혁신 노리는 한화·현대重·네이버·카카오,0
815,2021.03.05,"카카오, 장초반 전날 대비 3.53% '하락'…이베이코리아 인수전 참여",0
816,2021.03.05,카드사-핀테크 '적과의 동침'…네이버·카카오 PLCC 격돌,0
817,2021.03.05,"GS홈쇼핑, 카카오 블록체인 기반 명품 판매 쇼핑몰 '구하다'에 20억 원 투자했다",0
818,2021.03.05,"[아주증시포커스] 이베이코리아, 카카오 피인수 앞두고 몸값 띄우기 나서나",0
819,2021.03.05,[5Q인터뷰] '카카오와 네이버는 어떻게 은행이 되었나' 김강원 저자,0
820,2021.03.05,"증권플러스 비상장, 2월에도 '카카오뱅크, 에스케이바이오사이언스' 강세",0
821,2021.03.05,"[단독] 카카오도 투자한 패스파인더에이트, 코인업체에 매각",0
822,2021.03.05,"[기자의 눈] ‘꿈의 직장’ 네이버·카카오, 이젠 직원 얘기에 귀 기울일 때다",0
823,2021.03.05,"[더벨]카카오엔터, PMI 시동…물리적 통합은 아직",0
824,2021.03.05,"카카오엔터 출범, 네이버와 콘텐츠 매출 격차 늘어날까",0
825,2021.03.05,"네이버·카카오 급락, 입 벌리는 개미들...더존비즈온 소폭 하락",0
826,2021.03.05,'우마무스메' 한국 서비스 카카오게임즈가 맡나?,0
827,2021.03.05,"부산국토관리청, 카카오톡을 통한 점용료 고지 안내·납부서비스 4월 시행",0
828,2021.03.05,"[더벨]이베이 인수 검토 카카오, 로엔 인수전과 달라진 재무여력",0
829,2021.03.05,"나무앤미 전 제품, 카카오톡 선물하기 입점",0
830,2021.03.05,"카카오게임즈 오딘, '청불'로 나온다 ""사실적인 무기 표현""",0
831,2021.03.05,[비즈人워치]'골퍼용 카톡' 설계하는 문태식 카카오VX 대표,0
832,2021.03.05,"[랜챗 사각지대] ③ ""어플 막으니 '카카오 오픈방'으로 우르르""",0
833,2021.03.05,"카카오게임즈, 앨리스클로젯 국내 정식 출시",0
834,2021.03.05,이베이코리아 인수전 ‘후끈’…신세계·롯데·카카오 참전?,0
835,2021.03.05,"이천시, '이천시치매안심센터 카카오톡 채널' 운영",0
836,2021.03.05,"[증권사 2020년 경영실적] ⑤ 신한금투, 펀드수수료 수익 반토막…카카오證 3배 급증",0
837,2021.03.05,"카카오게임즈, 신작 ‘디스테라(Dysterra)’ 글로벌 알파테스트 참가자 모집",0
838,2021.03.05,"[증시 키워드] 카카오, 이베이 인수 가능성 주목… 삼성전자 주주서한 발송",0
839,2021.03.05,"[특징주] 네이버ㆍ카카오, 성장주 매력 위축에 약세",0
840,2021.03.05,주총 쏠림 여전…26일에 257개사 이상 '슈퍼 주총',0
841,2021.03.05,"LIG넥스원, 올해 상반기 신입·경력사원 공개채용",0
842,2021.03.05,"'인파 너무 몰렸나'...대박난 더현대 서울, 밀집도 줄이기 나서",0
843,2021.03.05,"동하, '학폭 의혹' 2차 폭로 [전문]",0
844,2021.03.05,"드라마 '궁', 리메이크 버전으로 다시 돌아온다",0
845,2021.03.05,"丁총리 ""이번 추경안, '민생 백신'…재정 지키려 재정이 적극 나서야""",0
846,2021.03.05,한강 투신 강동구청 공무원 두달 만에 시신으로 발견,0
847,2021.03.05,"금리 올라도 증시 끄떡없다는 전문가들, ""주의할 종목은…""",0
848,2021.03.05,[이슈진단+] 값싸고 안전한 공유킥보드 어디?,0
849,2021.03.05,"'소수점 거래' 국민청원까지…""서민도 주식투자하게 해달라""",0
850,2021.03.08,"한화생명 신용대출, 카카오톡으로 받을 수 있게 된다",0
851,2021.03.08,금융복합기업집단서 카카오 빠진다,0
852,2021.03.08,"카카오 VX, '헬스케어' '스포츠' 영역으로 사업 확장",0
853,2021.03.08,대체불가능토큰 급성장…카카오 국내서 주도,0
854,2021.03.08,"한화생명, 카카오톡서 중금리대출 판매 개시",0
855,2021.03.08,"금융위, 6월부터 삼성·현대車 등 6개그룹 감독…네이버·카카오 제외",0
856,2021.03.08,경주시 '카카오톡 지방세 환급신청 서비스' 시행,0
857,2021.03.08,"브리티시엠, 헤어 볼륨 살리는 스타일링 아이템 3종 카카오메이커스 입점",0
858,2021.03.08,"[단독]카카오 노조, ‘연봉 인상’ 별도 요구할 듯…이달 단협 진행",0
859,2021.03.08,"한국금융지주 목표주가 상향, ""카카오뱅크 이익 기여도 계속 늘어""",0
860,2021.03.08,경주시 '카카오톡 지방세 환급신청 서비스' 시행,0
861,2021.03.08,"[後스토리] 연봉서열 '네카라쿠배'…카카오, 네이버보다 얼마나 낮길래",0
862,2021.03.08,"브리티시엠, 헤어 볼륨 살리는 스타일링 아이템 3종 카카오메이커스 입점",0
863,2021.03.08,美中 빅테크 앞다퉈 자율주행 투자…네이버·카카오는?,0
864,2021.03.08,"티머니, 카카오톡 언론PR 채널 도입",0
865,2021.03.08,"키움운용·카카오페이 협업 통했다...'똑똑한 4차산업혁명' 펀드 순자산 2,000억 돌파",0
866,2021.03.08,'플랫폼 vs 콘텐츠' 네이버-카카오 글로벌 진출 전략 눈길,0
867,2021.03.08,카카오TV '맛집의 옆집' 한 달 만에 1400만뷰 돌파…인기비결은?,0
868,2021.03.08,"현대카드-네이버, 삼성카드-카카오… 카드업계 ‘적과의 동침’",0
869,2021.03.08,"㈜하림-카카오프렌즈, 어피치·무지 핫도그 출시",0
870,2021.03.08,"SK바이오사이언스, 9∼10일 공모주 청약...증거금 카카오게임즈 넘을까?",0
871,2021.03.08,모빌리티 폭풍전야…카카오 '실탄 장전' vs 우버·티맵 합작법인,0
872,2021.03.08,"‘상상폰’ 초등학생 새학기 맞이 어린이폰, 키즈폰 공짜 진행 中, 카카오리틀프렌즈폰 및 신비키즈폰 등",0
873,2021.03.08,"카카오T, 가맹콜 몰아주기…차별인가, 권리인가",0
874,2021.03.08,"팟빵 월말 김어준, 누리호 개발 일등 공신이 카카오톡이라고?",0
875,2021.03.08,"네이버·카카오, 광고하려면 금융위에 신고?…""전금법 규제만 역행""",0
876,2021.03.08,"오니온파이브, 카카오게임즈에 고객지원 솔루션 '오큐파이' 공급",0
877,2021.03.08,"[더벨]카카오, 이베이코리아 인수자금 마련 방안은",0
878,2021.03.08,우량주 카카오·NAVER 급락...개미들 '줍줍'...더존비즈온 하락,0
879,2021.03.08,"[숫자로 읽는 세상] 플랫폼은 '승자독식' 시장…네이버-카카오 ""양보는 없다""",0
880,2021.03.08,"DCC, 웹소설 `우리 아내가 달라졌어요` 카카오페이지 연재",0
881,2021.03.08,"단양군, 카카오톡 군민소통 채널 가동",0
882,2021.03.08,"금정구선관위, 카카오톡으로 '부산시장 보궐선거' 참여 유도",0
883,2021.03.08,"[더벨]카카오엔터, 방송채널사용업 진출…경쟁사 CJ에 '맞불'",0
884,2021.03.08,"양평군, 지방세 상담‧환급서비스 '카카오 채널' 개설",0
885,2021.03.08,카카오페이지 카카오M 비즈니스 통합…시너지 효과 예상,0
886,2021.03.08,[더벨][이사회 분석]카카오엔터 재무 주도권 권기수 센터장이 쥐었다,0
887,2021.03.08,"[기호경제] <기자의 눈> 카카오T, 일반택시님들 ""콜 줄께 수수료 다오""",0
888,2021.03.08,"몸값 높인 카카오 군단, IPO 러시",0
889,2021.03.08,티빙·네이버 VS 웨이브·카카오…콘텐츠·플랫폼 경쟁 본격화,0
890,2021.03.08,해외 K팝 팬덤 업은 스포티파이의 생떼… 진퇴양난 카카오M,0
891,2021.03.08,"완주군, 전국지자체 최초로 '카카오톡 쇼핑하기' 플랫폼 완주로컬관 개설",0
892,2021.03.08,"[상장기업 분석] NHN, 네이버·카카오에 가려진 '비대면 다크호스'",0
893,2021.03.08,"카카오 캐릭터를 프리미엄으로 꾸미다, 제닉스 ‘카카오프렌즈 게이밍 컴퓨터 체어’",0
894,2021.03.08,[IT슈퍼리치 저택] ① [르포] 도시국가 방불케한 카카오 김범수,0
895,2021.03.08,"카카오, 웹툰 내세워 대만 공략…상반기 내 출격",0
896,2021.03.08,"한국마즈, '마즈 펫케어' 카카오톡 채널 개설",0
897,2021.03.08,"[더벨][카카오 글로벌 도전기]글로벌 꿈 키우는 카카오페이, '앤트그룹'과 든든한 동행",0
898,2021.03.08,"[증시 키워드] 바이넥스, 스푸트니크V 생산 가능성에 '눈길'…액분에도 힘못쓰는 카카오",0
899,2021.03.08,"디카르고, 이지고와 카카오페이 배송 서비스 관련 물류 데이터 협업 개시",0
900,2021.03.12,"멜론, 카카오에서 분사…'멜론컴퍼니' 설립",0
901,2021.03.12,"카카오TV 오리지널, 누적 조회수 4억뷰 돌파",0
902,2021.03.12,"카카오, 친환경 데이터센터 구축에 4249억 투자 확정",0
903,2021.03.12,"넷플릭스처럼…카카오엔터 담은 스포티파이, 韓 돌풍 일으키나",0
904,2021.03.12,"카카오T ‘무료 콜’ 중단…“우버·타다, 콜 받으려면 돈 내라”",0
905,2021.03.12,"카카오, 친환경 데이터센터 구축에 4249억원 투자한다",0
906,2021.03.12,"카카오게임즈, ‘가디언테일즈’에 신규 유니크 영웅 ‘녹시아’ 추가",0
907,2021.03.12,네이버-카카오 이어 엔씨도 ESG 경영 앞장,0
908,2021.03.12,"고흥군, 카카오톡 이모티콘 무료 배포",0
909,2021.03.12,카카오 SKT 타다 쏘카…스마트모빌리티 '쩐의 전쟁' 시작됐다 [Digital+],0
910,2021.03.12,"안랩, 고객소통 카카오톡 채널 신설…""고객중심 경영 강화""",0
911,2021.03.12,쿠팡 김범석 주식가치 10조 육박…카카오 김범수와 맞먹어,0
912,2021.03.12,"카카오게임즈, ‘가디언테일즈’에 신규 유니크 영웅 ‘녹시아’ 추가",0
913,2021.03.12,"‘엔터 정글’에 뛰어든 완전체 신인, 카카오엔터테인먼트 경쟁력은?",0
914,2021.03.12,쿠팡 나스닥 상장 '대박'에 네이버·카카오 기대감도 ↑,0
915,2021.03.12,네카당(네이버·카카오·당근마켓)도 믿고 맡기는 코딩 테스트 솔루션 [신무경의 Let IT Go],0
916,2021.03.12,"광주광역시 동구, ‘카카오톡 무료심리상담 사업’ 추진",0
917,2021.03.12,"카카오게임즈 CB, 카카오 '제로금리' 재현",0
918,2021.03.12,"[특징주] 픽셀 37% 상승, 카카오, NFT 관련 호재",0
919,2021.03.12,"[카오스 유통]⑤ 'IT공룡' 네이버·카카오, 유통판도 삼키나",0
920,2021.03.12,"카카오게임즈, 화려한 신작 라인업에 실적 성장할 것-DS",0
921,2021.03.12,"[카카오 성장방정식]①신사업 육성·IPO, 콘텐츠 주도 플랫폼 강화",0
922,2021.03.12,"네이버, 카카오·쿠팡에 1위 뺏긴다?…이해진이 한 말은",0
923,2021.03.12,"출장세차창업 '제트스팀', 카카오모빌리티와 출장세차 서비스 파트너십 체결",0
924,2021.03.12,"카카오, 안산 데이터 센터 구축에 4천249억 투입",0
925,2021.03.12,"출장스팀세차창업 카앤피플, 카카오내비 '내 차 관리' 서비스 제휴",0
926,2021.03.12,"농식품부·농협, 3월14일 백설기데이 카카오 이모티콘 무료 배포",0
927,2021.03.12,"하카코리아, 카카오 채널 통해 액상형 전자담배 ‘하카시그니처’ 할인 이벤트 실시",0
928,2021.03.12,[특징주] 쿠팡 시총 101조 등극에 네이버·카카오·이마트 주가 ↑,0
929,2021.03.12,"KT·삼성전자, 주총에 전자투표시스템 도입…""카카오페이로 간편하게""",0
930,2021.03.12,[특징주]시총 100조 '쿠팡효과'... 네이버·카카오·이마트 '쑥',0
931,2021.03.12,"같은자리 맴도는 '더존비즈온', 소폭 상승...연달아 NAVER·카카오 상승",0
932,2021.03.12,"동두천시, 소요동 카카오채널 ""소요동복지톡톡"", 친구 1,000명 돌파",0
933,2021.03.12,"슈퍼콘, 에버랜드 종일권 카카오선물하기 모바일상품권 출시",0
934,2021.03.12,주식 불법 리딩방 급증…도용∙사칭 신고해도 카카오 '나몰라라',0
935,2021.03.12,"'카카오톡' 황금알 낳는 거위 됐다…플랫폼, 콘텐츠 수익 역전",0
936,2021.03.12,"지방세 상담·환급, 카카오채널로~",0
937,2021.03.12,"카카오뱅크, 저축은행·증권사 계좌로 오픈뱅킹 서비스 확대",0
938,2021.03.12,"화순군 치매안심센터, ‘카카오톡 채널 ’오픈...다양한 서비스·정보 제공",0
939,2021.03.12,"HDC영창-커즈와일, 오는 18일 전자 디지털피아노 카카오톡 쇼핑하기 특가 열어",0
940,2021.03.12,"[더벨]카카오게임즈, 주식발행한도 2배로…자금조달 준비",0
941,2021.03.12,"카카오게임즈, 모바일 MMORPG '달빛조각사' 신규 콘텐츠 '미르칸 탑' 공개",0
942,2021.03.12,"""이베이코리아 인수 놓고 '눈치작전' 시작됐다""…'MBK파트너스‧카카오‧신세계' 3파전 되나?",0
943,2021.03.12,코스피 외국인 순매수 TOP5 삼성전자·SK하이닉스·LG화학·삼성SDI·카카오 줄줄이 상승세,0
944,2021.03.12,[12일 게임 단신] 컴투스·넥슨·카카오게임즈·엔씨소프트 등,0
945,2021.03.12,"매력적인 카카오프렌즈와 함께하는 게이밍 의자, 제닉스 카카오프렌즈 프리미엄 게이밍 컴퓨터 의자",0
946,2021.03.12,경찰에 제보하다 마약사범 된 이주민…법원 판단은?,0
947,2021.03.12,[속보] LH 고위간부 분당 아파트서 투신…‘국민께 죄송’ 유서,0
948,2021.03.12,"쿠팡 이어 마켓컬리도 美 상장 검토...""1조 가치 기업”",0
949,2021.03.12,"LH 전 지역본부장, 숨진 채 발견…""유서 발견돼""(2보)",0
950,2021.03.15,‘알파고’ 뛰어넘는 AI 기술 나오나..SKT-카카오 손잡았다,0
951,2021.03.15,"카카오 브런치, 전자책 출판 프로젝트 개시…4월 11일까지 접수",0
952,2021.03.15,카카오 인사TF '길' 가동…근로감독 청원 접수한 고용부도 주시(종합),0
953,2021.03.15,게임업계 파격 연봉 인상에 난감한 네이버·카카오,0
954,2021.03.15,'금리인하요구권' 혜택 카카오뱅크가 5대은행 합친 고객 수 3배↑,0
955,2021.03.15,"영덕군, 카카오톡 채널 개설",0
956,2021.03.15,"코리아센터 메이크샵, 카카오싱크 활용 웨비나 개최",0
957,2021.03.15,뭉쳤다 뗐다 다시 '친정' 가는 멜론... 카카오엔터 상장 동력되나,0
958,2021.03.15,'삼전·카카오 0.1주 매수' 못할 이유 있나요~,0
959,2021.03.15,‘카카오 그룹’ 추가 상장으로 네이버 시총 넘을까…SK 계열사도 준비중,0
960,2021.03.15,"코리아센터 '메이크샵', 카카오와 '카카오싱크' 활용 웨비나",0
961,2021.03.15,카카오 판지·종이 옷걸이…제지업계 부는 친환경 바람,0
962,2021.03.15,'삼전·카카오 0.1주 매수' 못할 이유 있나요~,0
963,2021.03.15,‘카카오 그룹’ 추가 상장으로 네이버 시총 넘을까…SK 계열사도 준비중,0
964,2021.03.15,"이베이 누구 품에?…신세계·롯데·카카오, 3인3색 '동상이몽'",0
965,2021.03.15,[아!이뉴스] 2차 OTT 협의체 극비 운영…SKT와 협력하는 카카오,0
966,2021.03.15,"[단독] 홍현희, '와썹맨' 이건영 PD와 뭉쳐.. 카카오 신규 예능 론칭",0
967,2021.03.15,"카카오택시 ""손님 블랙리스트 없는 것 맞아?""",0
968,2021.03.15,"티맵, SKT 고객도 데이터 차감…카카오내비 영향력 커질까",0
969,2021.03.15,"스포티파이, 카카오와 음원 공급 합의…멜론·지니 추격",0
970,2021.03.15,‘본인확인’ 통신사 독주체제…“네이버·카카오는 왜 못하나요?”,0
971,2021.03.15,"[ESG 경영]카카오, ESG 역량 아시아 9위…김범수 재산 기부 호평",0
972,2021.03.15,"[공시] 카카오, 멜론컴퍼니 분사",0
973,2021.03.15,"밀리의 서재-카카오 브런치, 전자책 출판 프로젝트 시작",0
974,2021.03.15,네카라쿠배당토? 1위는 '카카오',0
975,2021.03.15,SKT‧카카오‧지상파 vs CJ‧네이버‧JTBC…양대 연합 콘텐츠 진검승부,0
976,2021.03.15,대세 'NFT'를 대하는 카카오 클레이튼의 자세 ,0
977,2021.03.15,"IT 인재경쟁이 금융권으로? `인재블랙홀` 카카오뱅크, 평균 연봉 훌쩍",0
978,2021.03.15,네이버 '합종연횡'에 카카오 맞불…SKT와 협력안 공개,0
979,2021.03.15,"고흥군, 카카오톡 채널 이모티콘 무료 배포",0
980,2021.03.15,“이베이코리아 잡아라”… 신세계-롯데-카카오-MBK ‘4파전’,0
981,2021.03.15,"같은 자리 맴도는 더존비즈온 하락...카카오 소폭 하락, NAVER 소폭 상승",0
982,2021.03.15,"[조간브리핑] 신세계-롯데-카카오-MBK, 이베이코리아 인수전 나선다",0
983,2021.03.15,초등학생 키즈폰 프로모션 카카오 리틀프렌즈폰4 및 신비 아파트 요금지원 혜택 제공,0
984,2021.03.15,데브시스터즈 '쿠키런: 킹덤' 구글 매출 3위 입성... 카카오게임즈 '가디언 테일즈'와 '달빛조각사'도 순위 상승,0
985,2021.03.15,"카카오게임즈, 고품질 스케일 '오딘' 카드로 퀀텀 점프[글로벌 진격 나선 K게임]",0
986,2021.03.15,"""마이데이터 허가 2개월째 기다리기만"" 속타는 카카오페이",0
987,2021.03.15,"[단독]제2 카카오 게임즈될까...라인게임즈, 텐센트 등서 1000억 유치",0
988,2021.03.15,[해봤더니] K-러스트? 카카오게임즈 생존 게임 신작 '디스테라',0
989,2021.03.15,게임빌 송병준 ‘승부사’ vs 카카오게임즈 남궁훈 ‘전략가’,0
990,2021.03.15,"카카오게임즈 주가상승 불구 공매도 거래량 1,127건 '왜?'... 공매도 잔고금액 8억2천 규모",0
991,2021.03.15,상반기 대작으로 빅매치…컴투스 ‘백년전쟁’ VS 카카오게임즈 ‘오딘’,0
992,2021.03.15,"네이버와 카카오, 두 공룡의 골프 업계 진출을 둘러싼 시선 NAVER VS KAKAO",0
993,2021.03.15,"안다즈 서울 강남, ‘안다즈 먹캉스’ 패키지 선봬..카카오톡채널 단독 판매",0
994,2021.03.15,[게임업계 M&A] 컴투스는 ‘인파이팅’ 카카오게임즈는 ‘아웃복싱’,0
995,2021.03.15,"[크립토 브리핑] 3000원 돌파한 카카오 '클레이', 라인 '링크'도 70달러 눈앞",0
996,2021.03.15,"빅테크 공습 (2) 류영준 대표, 모든 생활 금융 카카오페이 하나로",0
997,2021.03.15,"카카오 주가, 52주 신고가 다시 갈아치우나…이베이코리아 인수가능성+자회사 재평가 기대",0
998,2021.03.15,편의점 배달 상품 10개 중 한 개는 OO,0
999,2021.03.15,"삼성, 상반기 대졸 공채 스타트‥22일까지 서류 접수",0
1000,2021.03.18,"카카오 '평균 연봉 1억' 대열 합류…""1인 평균 1억800만원""",0
1001,2021.03.18,"카카오모빌리티, 발 빠른 사업 확대…렌터카중개·차량관리 강화",0
1002,2021.03.18,"카카오모빌리티, '딜카' 80억에 인수...렌터카 사업 첫발",0
1003,2021.03.18,카카오T 새로운 유료서비스 내놓자…택시기사들 '부글',0
1004,2021.03.18,"[연봉공개] 카카오 여민수 64억, 조수용 34억 벌었다…김범수 5.3억",0
1005,2021.03.18,'재산 절반 기부' 카카오 김범수 연봉 5억…직원 평균연봉 1억800만원,0
1006,2021.03.18,네이버·엔씨처럼…카카오도 지난해 평균연봉 1억원 이상,0
1007,2021.03.18,"달바, 카카오 쇼핑 라이브 최고조회수 기록",0
1008,2021.03.18,카카오 '비상장 키즈들' 폭풍 성장,0
1009,2021.03.18,"암호화폐 올라탄 케이뱅크, 카카오뱅크 추격전",0
1010,2021.03.18,카카오 암호화폐 '클레이' 시총 39조원 돌파…카카오 시총 90% 달해,0
1011,2021.03.18,이베이 인수전 발뺀 카카오···시너지 미미해 5조 들일 명분 없다 판단한 듯,0
1012,2021.03.18,"달바, 카카오 쇼핑 라이브 최고조회수 기록",0
1013,2021.03.18,"네이버·카카오, 올해 주총 관전 포인트는?",0
1014,2021.03.18,"[아!이뉴스] ""5G 이용자 뿔났다""…카카오모빌리티, '딜카' 인수",0
1015,2021.03.18,"게임업계 휩쓴 연봉인상 바람… 카카오게임즈, 조용한 이유는?",0
1016,2021.03.18,'동물농장'·카카오 뒤집은 '허버허버' 뭐길래 [TEN 이슈],0
1017,2021.03.18,"카카오·네이버 빠지고, 금융그룹은 이중규제 [논란의 금융복합기업 감독]",0
1018,2021.03.18,‘스마트 홈’ 속도 내는 카카오…아파트 이어 삼성 가전과 맞손,0
1019,2021.03.18,"카뱅-카카오페이, '씬파일러'에 단비… 신용평가 모델 만든다",0
1020,2021.03.18,키토제니 '방탄카카오' 마켓컬리 공식 입점,0
1021,2021.03.18,블록체인 투자 나선 네이버·카카오…해시드에 총 120억원 투자,0
1022,2021.03.18,"[조간브리핑] 카카오T, 본격 유료화 나선다…택시업계 ‘즉각 반발’",0
1023,2021.03.18,남궁훈·조계현보다 40억 더 받은 카카오게임즈 前CFO,0
1024,2021.03.18,“카톡서 내가 리딩방 운영?”…애널리스트 명의 도용 신고해도 카카오 팔짱만,0
1025,2021.03.18,"불스원, 카카오모빌리티와 함께 차량 관리 플랫폼 MOU",0
1026,2021.03.18,[생생확대경]카카오·네이버 키우는 `전금법`이 수상하다,0
1027,2021.03.18,"카카오게임즈 하반기 기대작 '디스테라', 이 사람이 만들었다",0
1028,2021.03.18,"SK바이오사이언스 상장 첫날 '따상', 수익금 카카오게임즈 빅히트 제쳐",0
1029,2021.03.18,[포토]좌담하는 윤호영 카카오뱅크 대표,0
1030,2021.03.18,"NAVER 급등, 벨트 꽉 잡는 개미들... 카카오 상승, 더존비즈온 소폭 상승",0
1031,2021.03.18,"[포토]‘금융의 확장, 플랫폼의 미래’를 주제로 좌담하는 안승찬 금융부장-윤호영 카카오뱅크 대표",0
1032,2021.03.18,SK바사 ‘따상’ 이후 하락?…SK바이오팜·카카오게임즈 주가 흐름 살펴보니[株포트라이트],0
1033,2021.03.18,카카오페이 대주주 적격성 찾아 나선 금감원,0
1034,2021.03.18,"""이베이 필요없네"" 카카오커머스, 지난해 순익 1000억 돌파",0
1035,2021.03.18,"인천시, 지방세 확인·납부 안내… ""카카오톡 채널에서""",0
1036,2021.03.18,日 웹툰 정복한 카카오 픽코마...카카오재팬 1년새 매출 3배 '껑충',0
1037,2021.03.18,"네이버-카카오 나란히 주가 급등세...""사업 확장 기대감 반영""",0
1038,2021.03.18,[연봉공개]카카오게임즈 남궁훈 대표 13억원·조계현 대표 9.5억원 수령,0
1039,2021.03.18,"카카오뱅크 '파트너적금', 은행의 파트너가 혜택주는 '26주 적금'",0
1040,2021.03.18,‘후끈’ 달아오른 이베이코리아 매각 레이스…예비 입찰 흥행 속 ‘카카오’ 불참,0
1041,2021.03.18,"""NFT 시장을 선점하라"" K-코인들 경쟁 후끈…카카오의 클레이, 피블 등 선두주자",0
1042,2021.03.18,"'자산어보' 설경구X변요한X이정은, 오늘(18일) 카카오톡 라이브채팅 개최",0
1043,2021.03.18,네이버·카카오·쿠팡에 충전해놓은 내 돈은 안전할까,0
1044,2021.03.18,[역사속 오늘] 11년전 '카카오톡' 등장한 날,0
1045,2021.03.18,[코스피·코스닥 17일 주요 공시] 카카오커머스 작년 매출 5700억원…영업익 1000억 돌파 등,0
1046,2021.03.18,"퍼포마스-허브스팟, 카카오톡 연동 서비스 오픈",0
1047,2021.03.18,SK바사가 끝 아니다…카카오 3형제·크래프톤 등 IPO대어 줄대기,0
1048,2021.03.18,"[2021 주식시장 전망] 삼성카드 주가, 카카오페이 동맹·소비회복 훈풍 기대",0
1049,2021.03.18,"카카오페이증권, 100억원 유상증자 결정",0
1050,2021.03.22,카카오커머스 개발자로 입사하면 스톡옵션 1억 받는다,0
1051,2021.03.22,후끈 달아오른 ‘개발자 모시기’…카카오커머스 “신입도 1억 스톡”,0
1052,2021.03.22,"‘연봉’ 카카오 1억800만, 네이버 1억247만… 판교 전성시대",0
1053,2021.03.22,유료화 시동 건 카카오T… 택시업계 “플랫폼 횡포”,0
1054,2021.03.22,"카카오모빌리티, 생활 속 환경보호 실천운동 '고고 챌린지' 동참",0
1055,2021.03.22,"카카오벤처스·포스텍홀딩스, AR·VR 콘텐츠 플랫폼 '믹서'에 6억 투자",0
1056,2021.03.22,"드라마 ‘나빌레라’ 원작 웹툰, 카카오페이지서 무료 공개",0
1057,2021.03.22,지난해 기업공개로 모인 돈 80조 육박…SK바이오팜·카카오케임즈 등 영향,0
1058,2021.03.22,"'IT 강자' 네이버-카카오, 코인도 잘나가네…올해 10배 치솟아",0
1059,2021.03.22,“제 사칭 계정 막아주세요”…금융 사기 잇따라도 대답 없는 경찰·카카오,0
1060,2021.03.22,"서울·부산 재보선, 네이버·카카오 '중립' 지킬까…포털 외압 방지법, 與 방해로 보류",0
1061,2021.03.22,"카카오벤처스, OTT 검색 플랫폼 '키노라이츠', AR 제작사 '큐리오스튜디오'에 투자",0
1062,2021.03.22,"드라마 ‘나빌레라’ 원작 웹툰, 카카오페이지서 무료 공개",0
1063,2021.03.22,티맵-우버 손잡고 카카오에 도전…모빌리티 경쟁 시작,0
1064,2021.03.22,영산대 공식 카카오톡 채널 개설 “우리 친구할래요”,0
1065,2021.03.22,카카오 '허버허버' 이모티콘 판매 중단 논란,0
1066,2021.03.22,"KT DS‧엔씨소프트‧카카오게임즈 등, IT업계 개발인력 채용",0
1067,2021.03.22,우버·SKT 견제하는 카카오···유료멤버십·내비 강화로 맞불,0
1068,2021.03.22,잠잠한 NAVER·더존비즈온 하락...카카오 소폭 상승,0
